cell_type_name,dim_0,dim_1,dim_2,dim_3,dim_4,dim_5,dim_6,dim_7,dim_8,dim_9,dim_10,dim_11,dim_12,dim_13,dim_14,dim_15,dim_16,dim_17,dim_18,dim_19,dim_20,dim_21,dim_22,dim_23,dim_24,dim_25,dim_26,dim_27,dim_28,dim_29,dim_30,dim_31,dim_32,dim_33,dim_34,dim_35,dim_36,dim_37,dim_38,dim_39,dim_40,dim_41,dim_42,dim_43,dim_44,dim_45,dim_46,dim_47,dim_48,dim_49,dim_50,dim_51,dim_52,dim_53,dim_54,dim_55,dim_56,dim_57,dim_58,dim_59,dim_60,dim_61,dim_62,dim_63,dim_64,dim_65,dim_66,dim_67,dim_68,dim_69,dim_70,dim_71,dim_72,dim_73,dim_74,dim_75,dim_76,dim_77,dim_78,dim_79,dim_80,dim_81,dim_82,dim_83,dim_84,dim_85,dim_86,dim_87,dim_88,dim_89,dim_90,dim_91,dim_92,dim_93,dim_94,dim_95,dim_96,dim_97,dim_98,dim_99,dim_100,dim_101,dim_102,dim_103,dim_104,dim_105,dim_106,dim_107,dim_108,dim_109,dim_110,dim_111,dim_112,dim_113,dim_114,dim_115,dim_116,dim_117,dim_118,dim_119,dim_120,dim_121,dim_122,dim_123,dim_124,dim_125,dim_126,dim_127
"CD4-positive, alpha-beta T cell",1.4751601,0.52650994,1.1223906,0.39791167,0.5625243,1.0244423,0.82472575,0.91163546,0.78245884,0.15971729,0.18973266,0.6823586,0.49284458,0.82691485,1.2760062,1.4058441,0.75015044,0.18764864,0.3321663,1.5056705,0.13653283,0.67035353,1.2396916,1.4288548,0.7463914,1.3198087,0.8269694,0.24014658,1.0650116,0.91556597,1.0613632,0.690698,0.62816507,0.24074335,0.087585606,1.1176207,0.44914103,0.7594955,0.20298024,0.7941496,1.9124327,3.0787,0.79757845,0.6661532,0.7390731,0.31975177,0.18892843,0.67682093,0.45239413,0.140814,2.267988,0.21212529,0.35496593,0.78331894,0.47288328,0.31989056,1.0245397,0.1125141,0.32116693,0.26989108,0.83239204,0.4778585,1.722043,1.5255568,0.4893183,0.8199272,0.41457972,0.20986205,1.8675376,0.09306667,1.6483806,0.18761922,0.5865801,0.97763854,1.6625246,0.6111684,0.53698695,1.1954187,1.2110118,0.48631433,1.6639549,0.37259272,0.21217792,0.4012268,0.8228858,1.848371,0.2326553,0.3207836,0.69626915,0.030325316,0.60530794,0.2776371,0.23065975,0.32744232,0.0912998,1.2229444,1.8833344,0.263675,0.44405118,1.5053574,1.5903537,0.6335437,1.8688874,0.73364925,0.10355899,0.71401,1.6540655,1.045038,0.9015944,0.3618536,1.1337074,0.04564065,2.156223,0.10527584,2.118778,0.70013535,0.6962941,0.31694564,0.10498508,0.2752845,1.2757701,1.2462249,0.76143146,0.4130001,1.1668458,0.25794208,1.0696554,1.3702217
"CD4-positive, alpha-beta cytotoxic T cell",2.273645,0.5395147,0.597127,0.1645607,2.8249772,0.34623036,0.020497361,0.21352127,0.504955,1.301595,2.414304,0.9877971,0.13046475,0.4629713,0.8834135,3.110634,3.4140844,0.51170534,0.29438847,0.34762883,3.8570573,0.4771092,1.9776744,0.57179344,3.9951544,2.7461953,1.4813118,2.6809704,0.64422286,0.90272355,0.0581044,1.3572319,1.7484995,2.2876656,0.29639947,0.39383763,0.18556283,0.17370413,0.035041485,0.03858178,0.0074776257,0.26327768,1.4435897,1.7784631,0.40918654,0.006348296,0.66003364,0.88205427,0.046625037,0.064754784,0.123944804,4.3389773,0.4120816,0.063594244,0.62517416,3.3770368,0.54781145,0.04531966,0.040829044,0.044790328,0.08895541,0.60340005,2.455094,1.1338937,2.710575,1.4953315,0.016606355,0.207682,2.941601,0.061552465,1.7209481,1.0719854,1.7872664,1.6240586,4.418736,0.0063441135,2.5877059,3.6391735,0.11323868,2.4303417,0.88773054,0.77239996,0.0408701,1.1356335,3.2917001,4.7821374,4.3492208,2.5784545,0.041610986,2.0975869,0.18047772,1.4756278,1.1247722,3.3085225,0.021146549,0.9786891,3.6247487,2.781806,0.33517933,2.277296,0.3419272,1.3012302,2.4763968,0.07683795,0.4470086,0.22662044,0.55967885,0.3418196,2.2681131,1.6570616,0.57845527,0.44425154,0.02170263,0.16220011,2.5153353,0.12095521,3.599145,2.446803,1.4575219,0.22593975,1.3099726,0.86553156,3.271156,1.4386837,4.0898376,2.5241437,0.37469897,0.8380558
"CD4-positive, alpha-beta memory T cell",1.59712,0.015604197,0.66744846,0.38554966,0.13930555,0.45025307,0.011960554,0.15183428,0.9039609,0.07257712,0.0698754,0.4345796,0.48801634,0.13736264,1.3163643,1.3513458,2.9354281,0.24828225,1.832341,0.039356265,0.026012853,0.10286373,1.5539396,3.466938,3.6070077,0.106920846,0.9905473,0.49269208,0.72741747,2.3885484,0.7867258,0.30717126,0.46924964,1.4198004,0.080130935,1.9528619,0.81120205,2.0633862,0.25137904,1.8217508,1.5824323,0.16281612,0.96083647,1.6284782,0.35840878,0.49037766,1.177677,0.42330715,0.033125915,0.32112253,2.9017797,1.4306065,0.5727381,0.5436832,0.62525064,2.0393565,0.016410923,0.065175176,0.7337831,0.34966868,0.41966978,0.71163875,2.068864,1.8360283,0.6964061,0.47985178,1.8905015,0.08404112,2.2992535,0.043194424,0.08708408,0.10642453,0.696938,0.017611032,0.09358494,4.302896,0.21405405,2.111375,0.16689864,1.1053306,0.54008263,3.1430514,0.16620135,2.5141957,2.0876358,3.783991,0.022532947,0.7296524,0.3518311,4.4477816,3.6721945,1.2297982,1.2211685,0.56345284,0.47588426,0.07650629,3.8615472,0.0065608113,0.7235428,0.10994707,2.5801497,2.3282003,4.6151037,0.5435677,2.606417,0.08344668,4.1764708,3.928012,0.5252864,0.55061996,0.36736903,0.047605827,0.09427929,0.13638662,0.88118917,0.408403,3.9291975,0.59290034,0.450143,0.20338996,0.3706479,0.9117696,0.47448063,1.0651182,1.8382013,0.08684376,2.1435332,2.5911658
"CD8-alpha-alpha-positive, alpha-beta intraepithelial T cell",3.2085307,0.09353724,2.2964742,0.08650196,0.3688142,1.9687065,0.2642717,0.65855694,0.13996466,0.036196433,0.23337695,2.5876791,1.2478832,3.3685236,4.748345,2.6595883,0.06259722,0.013442873,2.1238942,0.0675305,0.018199064,0.080589525,0.44309002,0.015908841,0.8479156,0.030919949,0.03553889,0.4019784,1.0486065,1.2224829,0.035669375,2.0444202,4.6144943,0.031804346,0.056281902,1.2924323,0.5484797,0.018070245,3.441086,5.5918007,0.052720107,0.0054137325,0.038574647,0.20866416,0.013897272,2.6646104,0.07196658,0.3035716,5.179378,0.15492736,3.0170045,0.08263803,5.6652184,0.32241324,0.011042118,0.03319781,1.5719897,2.3331933,4.4685388,0.020222183,0.006588143,2.412537,0.21796782,0.017217783,0.025717368,0.22710307,0.01720142,6.154665,8.230252,1.8567114,0.02721865,1.5472776,0.6231957,0.113231495,0.13070203,4.118483,0.0333111,1.937179,0.08825744,0.007964919,3.156106,0.08770551,0.7424327,1.4612854,0.05664419,9.432262,0.044292957,5.0830564,3.774707,1.303328,3.2625186,2.3226805,2.1260264,1.051514,0.02748384,0.6659051,3.9070275,7.0080214,0.9998988,0.082790956,0.47556645,0.82681215,0.11569946,5.2434297,0.7464198,1.4145523,0.006907466,0.03087969,0.8178502,0.9813998,3.055524,0.47754112,0.70789605,1.6497021,0.120964184,0.0121234,0.015894309,0.878793,0.6215816,0.9420553,0.15840015,0.01594111,1.0038574,4.8300233,0.13915595,0.018219886,2.6864617,1.9129158
"CD8-positive, alpha-beta T cell",0.7909849,1.7640771,0.44410148,0.97519016,0.8397776,1.1090318,0.72178084,0.6353576,0.6018024,0.26335844,0.111629196,0.7589138,0.4772697,1.4467623,1.1628995,0.9745581,0.33848128,0.16224554,0.49242833,1.2502615,1.3827152,0.68011254,1.6870149,2.0477507,0.6591698,1.4273776,0.6015915,1.1083933,1.2606702,0.8843761,0.3045957,0.67776525,1.187334,0.15250455,0.45515326,0.7085532,0.58016855,0.4309089,1.0073102,0.94751513,0.67026305,2.4747448,0.7776757,0.59898007,1.1009775,0.34561023,1.0917411,0.18533105,0.39888123,0.1540245,0.12142276,1.6043941,1.0098581,1.6633265,0.834402,0.9986994,0.15395321,1.506306,0.22461979,0.5806115,1.5631324,0.37700427,0.88420516,0.5075773,1.1179435,0.87612665,0.5439293,0.61605597,2.381334,1.4931356,0.20703386,0.43904486,1.1748104,0.6286298,0.5351415,0.3919682,0.6824847,1.3069692,1.025687,1.1917048,1.3753858,1.0446614,0.11621336,0.3551685,0.9478008,2.7776918,0.68249315,0.62435347,0.8421735,0.028297378,1.0729771,0.2546904,0.64669603,0.48248404,0.089450456,2.0985005,2.3665676,0.34771597,0.7932131,1.42192,0.7622979,0.53792286,1.4304091,0.7200829,0.06354,1.7510372,0.49208167,0.23234415,1.3710709,1.4697139,0.48092645,1.3668357,2.077835,0.100053735,1.4098376,0.6401926,0.19236583,0.13900463,0.4022615,0.19333428,0.9769323,1.0394009,0.60019624,0.28852272,1.8090332,0.31618357,1.0765198,1.8407359
"CD8-positive, alpha-beta cytotoxic T cell",4.255569,0.041094784,0.2327988,3.3021228,3.4315896,0.110153615,0.4560821,3.0696898,0.9524652,0.74570185,0.31782725,2.1098454,0.10347546,0.32259873,2.103642,2.9263623,2.1362286,2.1182632,1.0856316,0.3200589,3.240201,1.9013903,2.2209697,0.5495842,0.25780675,1.5965695,0.47699675,1.3157536,1.9699305,0.12534802,0.959833,0.03762565,0.18240194,1.8189423,2.3720922,2.4703875,0.03491209,0.26174334,4.2468677,0.6346613,0.035689972,0.1286582,0.9239838,1.4560189,0.94824505,0.07671335,2.1344771,0.84662634,0.1623705,0.11731333,0.08630428,2.9333756,0.47556445,0.14909254,0.14038645,0.17058362,0.8052736,2.5024838,0.13389169,0.35649186,1.9233956,1.7148322,2.7211742,0.47182763,2.564532,0.3860192,0.08243034,1.3516586,2.1044695,3.4557955,1.1557825,1.189708,1.3810138,1.954945,3.4094517,0.021564467,1.9387658,0.326203,2.018922,4.9565463,0.18148157,0.5673034,0.040721375,1.0996575,0.25370187,3.9542544,4.0890503,0.6592524,0.10490963,1.0247792,0.4653351,0.56431764,3.1228943,2.4255157,0.06971015,1.4923521,2.4105752,0.00618262,1.0189164,0.11314531,0.14096382,0.12579224,1.189287,0.42452705,0.74143004,0.032780997,0.06709207,0.6512144,0.85744005,3.0410163,0.9927196,0.3206951,0.30249542,0.7373193,2.2974832,1.5201942,0.45710585,0.3886086,1.7298824,0.8859034,1.2392455,0.3903198,3.1563637,1.1371257,3.4811928,2.6005843,0.17226869,1.9705092
"CD8-positive, alpha-beta memory T cell",4.572164,0.03366019,0.21707676,2.5825567,2.9104476,1.1888872,1.0459347,0.43242761,1.705973,1.315336,2.149902,0.5537922,0.36266863,0.5351371,2.899563,1.8144076,0.26202977,2.6592348,2.1891913,0.1950508,0.88778347,0.030187303,2.1096761,2.215664,0.18698588,2.5746655,1.0729494,0.50350255,1.1422999,0.6865855,0.12727481,0.34446877,0.531007,0.69957954,0.2261028,0.85977566,0.08895047,2.244969,3.3846028,2.404556,0.44164175,0.15735616,1.386048,1.3221853,4.5026755,1.0344734,3.2756562,0.18064378,0.026225176,0.21258596,0.087247916,1.7775389,0.8553144,0.08596052,0.081329696,0.69066,0.040343065,2.6395044,0.682299,0.9870182,1.7203227,1.6034864,1.206732,1.5153451,0.615541,0.1613897,1.624829,1.0207198,2.3177607,2.794133,1.7584938,0.19680835,2.4395142,0.16330227,2.615382,3.4208803,0.5106355,1.1522909,0.78164977,2.9614606,1.3142277,1.6578767,0.18607134,1.7236327,1.8223698,5.04449,0.07233342,1.2380594,1.539196,2.352953,1.5227046,0.7314814,0.43672556,1.2678618,1.3460325,0.21389496,2.9190793,0.011483422,1.7432936,1.5098492,0.9698797,2.3465695,2.0913036,1.608326,2.0190203,0.08794455,0.62972075,0.25836733,0.11576054,3.0500429,0.12804313,0.034925144,0.021628313,0.13287775,2.8540692,0.88472784,0.17040582,2.002413,0.8784258,0.22706242,0.77657163,0.49026823,1.4636923,0.9422132,4.0390997,0.64860165,1.9858087,0.79125726
IgA plasma cell,0.08624728,2.2062304,0.1467494,2.8755968,1.7111595,0.054676864,0.42911053,0.04367411,2.959369,2.4380639,1.1329434,0.2909135,5.0818405,1.9958448,0.060178142,0.5001995,1.5163114,0.08055658,0.27706328,0.4234691,0.38533482,0.051529072,3.8335261,0.1607158,0.05042803,0.07144689,1.2043513,0.17889075,1.6642587,0.03750109,0.68953055,0.15910651,1.3690343,2.7265282,4.421966,0.34497255,0.3380078,5.2080135,2.3373365,0.03907467,0.24212867,0.24892864,0.0106341,0.15824774,0.55464447,1.0932865,0.6571786,0.06596275,0.3159918,1.6231538,0.75293607,0.32766348,0.1466571,3.3094692,3.3557842,0.16416977,1.7646095,0.07326894,0.07176572,2.8105257,0.094931796,0.7954055,0.1838582,3.5622985,2.7010312,0.10069361,3.3647149,0.030626096,4.680555,0.13050698,1.0560842,4.778378,0.050861742,4.0628223,0.124258734,0.021926843,1.4834255,0.42801282,0.057399325,0.0610727,0.0866058,1.0052073,4.4027867,0.51216716,1.2559247,5.8771653,3.1896882,0.03094236,3.8939414,0.09372737,0.89522266,0.14681523,0.030123204,1.2062042,0.33543473,0.059119727,0.024271822,0.14447176,0.07151533,2.8669775,3.0286548,0.04177928,0.29613596,1.2822647,0.0883141,0.39570656,4.309447,1.2005023,0.37022692,0.09963315,0.04632661,1.8716258,1.206827,1.9731891,0.25621697,1.2087077,0.7132644,4.6135163,2.14783,4.6536207,0.024947431,0.044847023,0.2045952,0.36890736,0.3801902,1.7043184,0.049812146,0.0793742
IgG plasma cell,0.009730344,0.3475604,3.9133635,0.12086017,4.743297,1.0204087,0.099800006,1.6594172,4.391576,1.4936417,0.100612484,0.2868604,0.10510799,0.66781044,0.05352763,0.4322803,1.1452663,0.019418072,0.11988442,0.15437035,0.09358713,0.12182066,3.5281184,3.0292664,1.8209838,1.4961568,2.4426243,3.702542,0.26098254,0.009254667,0.074786335,2.8406599,2.375159,3.0215657,0.124226704,0.17902875,5.3101525,0.16469575,1.4319698,2.225808,0.014354423,1.7128817,0.14874713,6.9381175,0.08000809,4.6304035,2.2843215,3.7838988,4.251376,3.6085002,5.0481744,1.2062705,2.0539508,2.7447963,1.7474583,0.40397093,1.2310166,1.6980022,0.001972783,0.13718908,1.0612167,1.1271425,0.09508981,1.4829788,3.2608807,0.14682047,0.0134659475,3.830447,3.839673,0.44441116,2.796585,5.549089,0.0108040245,0.08035612,0.014158283,0.009122656,0.40182227,0.21122776,2.0255163,2.62576,0.17154635,2.2971315,3.2713752,0.16659826,0.32378367,4.246106,5.2713118,0.052174576,0.07348465,3.0045378,0.09891889,0.95175546,0.064796954,1.5113381,0.5226214,5.6140385,0.009782358,0.35615224,0.41389698,4.2681236,0.16776124,0.0032975713,1.6009085,3.1066363,0.020425016,1.2844615,1.9098301,3.5818791,5.256982,0.30890122,2.3306181,0.9409938,0.004813644,2.8176427,0.123615615,0.15337355,0.045491166,0.4784204,0.031200824,4.878275,0.0151197715,0.059914235,2.8805249,3.4292736,0.19714504,5.3147087,0.04793437,7.401118
L2/3-6 intratelencephalic projecting glutamatergic cortical neuron,0.03297144,0.4660541,1.2886633,0.35861826,0.50053155,0.47414696,0.60608256,0.011868086,0.52975816,0.42322868,0.21790488,0.058115795,0.011302182,0.570193,1.3318185,0.024899349,0.8045614,0.4623649,0.09947232,0.7986686,1.0838999,0.258924,0.11363573,0.09603288,0.91628385,0.88774836,0.046898548,0.62026995,0.3026909,0.42897958,0.09829522,0.43543378,0.016036686,1.5610255,0.38312045,0.39348713,0.65705276,0.051344603,0.010844056,1.0581428,0.06523032,0.17539397,0.038470786,0.26721272,0.4799986,0.024406685,0.13223715,0.32053974,0.0073692403,0.09548916,0.092358604,0.035942163,0.41989818,0.15263124,0.018570164,1.480727,0.21370833,0.19719899,0.7568027,0.4631478,0.17239325,0.11749929,0.0030522586,0.16997494,0.0043057376,1.2152735,0.6713266,0.43338412,0.5833406,0.22664385,0.0863822,0.19190395,0.6663505,0.12927186,0.4868345,0.905641,0.36229587,0.094193876,0.077323176,0.08733955,0.1519141,0.13289428,0.82162863,0.7056946,0.43938088,2.34385,0.65473044,0.0721928,0.46423614,0.06537061,0.006880121,0.47709236,0.5096857,1.3539822,0.048632223,0.6434849,0.2680504,0.9841697,0.48973933,0.31012103,0.3351998,0.042510677,1.8147773,0.029998396,0.5879992,0.1068235,0.0646233,0.42485926,0.12110983,0.8734598,0.036843833,0.08837883,1.2703071,0.4282037,0.53886765,0.10402899,0.52507097,0.3701951,0.5232782,0.6319284,0.34490308,1.5339396,0.029447822,1.3020543,0.21181895,1.2077491,1.1811535,0.059023105
L6b glutamatergic cortical neuron,0.043363925,0.009194167,0.007068531,0.30734795,3.2991335,0.021692881,1.9798253,0.0019032612,0.95879203,0.5682833,0.44291678,0.16133101,1.567166,0.05408163,4.3977237,0.03974947,0.03527474,4.597931,0.0041711684,2.4408345,1.2972624,0.099370554,2.0648594,0.0058849333,0.31449446,0.088124394,0.00021926168,0.15119183,1.9595662,0.74562883,0.11936529,0.0009958264,0.0033481924,0.2973845,0.032757703,2.1578333,0.06984229,1.3286026,0.04635914,4.1642876,0.59012353,0.11322961,0.019071456,0.89637226,2.6592562,0.61069226,0.018903472,0.0010958051,0.0015391128,0.94544363,0.34583047,1.5733131,0.21526095,2.2237728,0.045282733,0.34610552,0.055880558,0.06888632,0.0006554809,0.02632906,0.7117022,0.028423931,0.12510328,0.06616667,0.3150396,0.035628736,0.1062571,0.20441137,2.195658,1.4448982,0.8087417,0.005404463,3.0715127,0.4421894,2.943687,0.37215787,0.06343304,1.9710282,0.0076677864,2.7586336,0.002292814,0.15381777,1.8497142,0.03030815,0.014626259,1.4798918,0.41593796,2.99243,0.4663185,0.5548049,0.07835748,1.3265246,0.02437327,0.5781635,0.1999835,0.5964935,2.6707754,1.7382774,1.0818807,0.1396266,2.8334444,2.0523298,3.5944724,0.064250015,0.44204533,0.13773464,0.014167569,0.56364167,1.5544671,0.9742111,3.9550884,0.698373,0.3240904,1.1762952,0.7219701,0.47688302,1.5371207,0.9849175,3.1902173,4.4017415,1.8604461,0.19555295,0.15085831,0.2792034,4.707521,0.15048495,1.1488574,0.79911643
Schwann cell,6.4122715,1.5594902,0.3782521,6.2254686,3.2238123,1.5998317,2.7260659,1.5277443,0.10216673,0.32397887,0.7732727,0.7371966,0.45069978,3.4610906,1.5096599,1.0209055,1.0020616,7.3672423,0.57790846,5.3745956,0.30398738,0.10942806,2.7111013,0.06583969,0.030894792,0.8294856,2.9945672,0.6145348,0.09114313,1.2465119,1.1176229,0.08018213,0.10453591,1.4022527,0.43515855,0.63427,0.024535662,0.069926254,4.895055,0.119051576,3.7876332,0.9354139,0.2899659,1.3937201,2.0968246,4.238494,1.0679805,0.0763413,5.6186275,0.62408996,0.028553467,0.42375666,1.4708244,0.030554159,0.123940535,1.2003053,0.17662202,2.3278246,2.49815,1.154404,0.067709476,2.204561,3.659535,0.31683743,0.15043414,0.6712833,1.7189264,0.80359447,2.7942724,0.056841567,0.3534444,0.09493234,1.018199,1.9397277,1.0594635,0.0813755,0.06176293,0.10899131,0.2051324,0.28576607,0.043165166,1.4095691,0.24309237,0.28580078,0.022570366,0.029720336,3.9442825,1.8676859,1.0575486,5.5166736,0.42355978,2.2482634,2.385416,5.2690983,6.819455,1.7585284,6.1115336,0.036942195,0.16578354,1.9007248,1.0712636,1.0734117,2.092614,0.10040183,0.9524891,2.0771737,0.02975578,0.50218415,2.102128,1.4145324,3.8059862,2.4385042,0.09676071,1.2242482,3.7072506,0.035564017,2.8203442,0.22740488,0.83845323,8.932523,4.2325597,0.6476368,2.8506465,1.7873374,3.4585419,0.23333605,0.08535764,3.0905302
T cell,1.4342381,0.7062816,0.64210373,2.2168887,0.5531817,0.2770562,0.45849302,1.1569704,0.19688804,0.21558107,1.7340741,1.0310558,0.1507837,1.069177,0.12751067,0.66026306,0.6072149,0.35641363,0.39410952,2.6045933,0.49721876,0.30812395,0.8647137,0.89384574,0.33744404,0.35082665,1.207177,0.65163004,1.1401092,1.0715615,0.13838342,1.1176012,1.5452907,0.1828244,1.8122818,2.2286322,0.32480687,0.32573324,0.8751819,1.9443325,0.23163696,0.12447286,1.6160268,1.1959202,1.5078745,1.1793097,0.4931737,0.1485986,1.4134735,0.0790716,0.95564026,0.6577047,1.0246186,0.4639177,0.57355386,0.61432797,0.7351575,0.2022732,1.598665,0.5844785,0.2604952,0.90245783,0.25391525,1.5042164,0.231748,0.68210703,0.11613779,0.43711925,0.53289014,0.32421458,0.49952763,0.19086955,0.297567,0.15426202,0.94101036,0.47653732,1.2084522,0.5530358,1.4500271,0.7967455,0.6654688,1.1916133,0.41017148,0.07636028,0.7091347,4.030491,0.318484,0.8049637,1.0187608,0.5938664,2.4400597,0.66803855,0.45484352,2.8447402,0.20055076,1.603696,2.1617754,0.10253436,0.2293354,0.43685558,0.07060754,1.624865,0.6478032,0.2875897,0.12166289,1.27513,2.3626933,0.26252657,0.93403065,0.843601,1.3396459,0.45204744,1.380984,0.4250134,0.17105983,0.24316776,0.34072316,2.7540944,0.03759959,0.86417514,0.26508793,1.9734071,1.2339387,2.8244088,0.7396667,1.152563,0.51053613,0.8724059
T follicular helper cell,2.0201173,3.2673347,0.033488475,0.122541144,0.16707452,0.015841726,2.0947468,1.5211775,3.530229,0.29678512,0.056381162,1.6075785,0.27463442,0.7341098,2.436876,2.9691875,2.3711226,2.0521424,0.028067471,2.6293552,0.03454187,0.16321677,3.413152,0.14275965,3.125757,0.052467693,0.2964409,0.08049593,0.04380347,0.14250004,2.11706,3.2181108,0.13969502,1.8286576,0.08150192,0.6342902,1.1880114,2.535862,2.4710584,3.3562777,0.4822863,0.36908057,0.013402524,0.034511942,0.7059081,2.9972944,1.3531243,1.0878003,0.3393602,1.5232056,4.939452,0.2865179,0.97699577,0.28281426,0.09142652,2.1648521,2.4038947,0.049161494,0.52514726,0.17723848,0.40916622,2.6663804,0.24598469,2.0311937,0.42566186,4.9719987,0.91584045,2.8687904,1.3421683,0.13498078,0.08895406,0.28010613,0.009720302,2.3075807,0.4247299,0.06438188,0.08779771,2.8899665,0.16486663,1.9747974,0.08897475,0.53969425,2.5618737,0.85637826,0.78622615,3.749682,2.4382586,0.5863624,3.1798706,1.6761165,0.14425448,1.2784992,1.2149744,1.5210706,1.4364783,1.2645711,6.646722,0.097881116,1.6580671,2.8872123,0.7488596,0.027073128,2.7245038,2.884318,1.5128559,0.4113252,1.9781266,1.6569657,0.26953402,0.13643296,4.278866,1.9615844,0.006049732,0.009825579,0.029133283,0.12569994,2.2714226,0.14991629,2.294669,0.24659427,0.15161261,0.38279298,1.1136547,1.5672747,0.8846304,3.631239,0.2495414,4.983586
T-helper 17 cell,2.1668742,4.3296833,0.9206306,2.865985,0.045934703,3.7678008,2.1872902,1.9249617,0.2223525,0.32358348,0.056652084,2.711156,3.6999528,0.12616087,0.45779103,4.0186467,0.5779107,0.003552255,0.8114257,1.487289,0.2437301,4.784328,0.13541558,0.08384206,2.2497013,0.0048652,0.013957743,0.9415529,4.679475,6.055611,0.078247726,0.0033203978,3.4175186,0.10493499,0.2932915,3.2131379,0.39771813,2.7091029,0.003947381,0.013051232,0.008034969,0.0013580887,0.0017502144,0.5796705,3.331088,0.04015775,0.0002262323,0.0010550963,0.0019426235,0.20904134,3.7677505,0.008969196,2.3812704,0.0031641591,0.10129876,0.0003630437,0.0891481,0.007323114,0.39759165,0.99632984,1.6655388,0.01280797,0.045703303,2.227807,0.0012573336,8.283051,0.13801466,0.34129512,2.3526785,0.027138324,0.012225832,3.6074693,0.00032856106,2.6486406,0.0043264446,0.027444132,1.5494889,6.6681767,0.005801686,0.016141636,0.31816074,1.2516451,1.1211766,2.3944402,1.2389958,8.371619,4.899359,1.002588,4.1020827,0.091586806,0.86969054,1.6521213,0.05829848,0.003515307,1.2732464,1.1758562,0.26246384,0.0029217997,0.19581315,0.013692119,2.1640878,0.31281403,0.03223134,1.0167453,0.009571993,4.2163534,0.16234471,0.009241777,0.07245945,0.08801988,0.30541417,0.64917904,1.7015395,0.2710296,0.013620923,0.0012981746,0.006514786,0.16135232,1.5354775,0.66041505,0.7154563,0.009620971,0.17067733,0.0006176545,3.7600217,1.9429839,0.018458186,1.6473615
T-helper 22 cell,1.2288305,0.9188923,4.453689,0.036824193,0.9901625,0.37855023,2.8066149,0.02109747,1.5731046,0.14660914,5.1145563,0.34861797,2.596595,0.16508006,0.369857,1.8843548,1.499535,0.05667099,0.035951942,0.19578648,0.027804555,1.6279609,3.6863601,0.07466286,1.4976065,0.030364405,2.0314589,0.32782733,1.5169483,5.4505734,3.4815252,0.012100047,0.012394373,2.4409661,0.083418354,0.56347865,0.02306249,4.000482,0.59559995,0.3231525,2.4841878,0.9430642,0.044660937,0.6930297,0.38858303,0.82066643,0.015729975,0.2713785,3.6473978,2.9429374,3.4799714,0.015818805,0.81142735,0.572021,4.323148,2.5080528,0.4067885,0.51763487,0.051997967,0.03755623,0.04899732,0.7841998,0.118968286,1.4972856,1.379439,0.053856272,0.0061507984,0.05082149,3.296776,0.12752317,2.1337504,0.17375705,0.95275867,2.7892718,0.005121039,2.3653753,0.019480314,0.024040448,0.027720103,0.019199472,0.0060709473,0.15352489,3.3386452,0.30200198,0.6830134,4.5448174,4.1170382,0.042108934,3.3946788,3.2400656,0.003216632,1.020269,0.007407876,0.014831268,1.7873927,0.019158654,3.979155,0.01990067,0.5117877,1.1052766,6.30774,0.016570296,4.079782,0.11000777,0.011753522,2.875432,1.5916189,2.2176187,1.0935915,0.018907506,0.08098861,1.6740317,0.013200947,0.07277806,0.006025457,0.27757144,0.8877023,0.07308396,2.7689555,0.042454682,0.0014638797,0.012637611,0.112003244,0.18617086,0.7716601,0.028422615,0.041214827,0.8857291
"activated CD4-positive, alpha-beta T cell",0.018105758,0.1439949,0.86838937,0.966179,0.5477161,0.68797433,0.42340642,3.1741722,4.5267158,0.20711567,0.042897355,0.51732695,0.4929057,2.5875254,0.42272148,1.8952376,3.0703344,1.8103398,2.6300838,1.2065164,0.20751432,0.90169907,2.3520672,5.5413227,4.0559626,0.08360299,0.09467184,0.22900239,0.9918295,0.7609337,0.023408754,2.5070841,3.9170585,2.181208,0.09749404,0.05393409,2.5413392,0.051101442,0.052043553,0.037155915,0.0057870704,0.44402745,0.14220786,3.10701,0.044680625,0.026415745,0.013726203,1.5567435,0.020780487,0.028997205,6.6047997,0.016288882,0.25711232,0.32057443,5.755792,0.015148245,0.5676568,0.12129541,0.004195813,3.264286,4.4451995,1.614114,1.6368817,1.3028321,0.93105066,6.414019,0.052462544,0.13134176,4.7567863,0.0077476,3.572157,0.9490797,0.040939502,0.012422262,0.6679182,0.84560204,2.2164311,0.74065524,0.016174298,0.08915916,1.9403056,4.896093,0.43853837,0.093308926,2.876785,6.559085,2.3311834,0.0032673979,2.7010477,0.9722263,0.14527239,0.534265,5.264395,1.3926723,0.96279484,5.8285627,3.9128745,0.034452282,0.20780078,2.4549286,2.648067,0.03055384,0.064094715,0.035266403,2.5577059,5.7416034,0.5022963,4.062594,0.92873114,1.862492,0.25836134,0.72025377,0.0061484007,0.5727149,0.003725788,0.24184541,0.010588364,2.567647,0.03154395,1.8777223,0.017117156,1.1646463,0.5827766,1.8902386,1.9573785,2.6670783,0.07443182,7.1448946
